park_name,postcode,website,staticcaravanparks_url,telephone,no_pitches,pitch_fees,season_pitches_box_found,data_source,county,town,region,region_fallback_used,status,chain
Waterside Leisure Park,PE25 1LX,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Waterways Leisure Park,PE25 1JF,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Westlea Caravan Park,PE24 5HE,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Burgh le Marsh,Central England,no,no website found,
Whispering Waters Caravan Park,LN12 2NX,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Mablethorpe and Sutton,Central England,yes,no website found,
Willow Holt Caravan Park,LN4 4JS,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Tattershall Thorpe,Central England,no,no website found,
Willow Lake Caravans,PE24 4PJ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Thorpe St. Peter,Central England,no,no website found,
Windmill Caravan Park,PE24 5HE,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Burgh le Marsh,Central England,no,no website found,
Woodland Caravan Park,PE25 1AT,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,yes,no website found,
Woodthorpe Hall Leisure Park,LN13 0DD,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Strubby with Woodthorpe,Central England,no,no website found,
Freshfields Caravan Park,L37 1YD,,,,,,,master_parks_working.csv (no website on file),Merseyside,Formby,North West,yes,no website found,
Liverpool Sun & Air,L35 3ST,,,,,,,master_parks_working.csv (no website on file),Merseyside,Whiston,North West,no,no website found,
Thurstaston Caravan Park,CH61 0HN,,,,,,,master_parks_working.csv (no website on file),Merseyside,"Wirral, unparished area",North West,yes,no website found,
Eastcote,PE31 8JG,,,,,,,master_parks_working.csv (no website on file),Norfolk,Burnham Overy,General East,yes,no website found,
Inglenook Caravan Park,NR27 9NH,,,,,,,master_parks_working.csv (no website on file),Norfolk,Runton,General East,yes,no website found,
Jolly Sailors Caravan Park,PE31 8BJ,,,,,,,master_parks_working.csv (no website on file),Norfolk,Brancaster,General East,yes,no website found,
99 The Beach,PE31 7RB,,,,,,,master_parks_working.csv (no website on file),Norfolk,Snettisham,General East,no,no website found,
Beach Estate Caravan Park,NR29 4JE,,,,,,,master_parks_working.csv (no website on file),Norfolk,Hemsby,General East,yes,no website found,
Beach Haven Caravan Park,NR12 0AA,,,,,,,master_parks_working.csv (no website on file),Norfolk,Bacton,General East,no,no website found,
Country Club Caravan Park,PE31 7RB,,,,,,,master_parks_working.csv (no website on file),Norfolk,Snettisham,General East,no,no website found,
Crossways Park,NR21 0AX,,,,,,,master_parks_working.csv (no website on file),Norfolk,Little Snoring,General East,no,no website found,
Diglea Caravan and Camping Park,PE31 7RA,,,,,,,master_parks_working.csv (no website on file),Norfolk,Snettisham,General East,no,no website found,
Drewery Caravan Park,NR29 3QW,,,,,,,master_parks_working.csv (no website on file),Norfolk,Ormesby St. Margaret with Scratby,General East,no,no website found,
Dune Lodge Caravan Park,NR12 0AL,,,,,,,master_parks_working.csv (no website on file),Norfolk,Sea Palling,General East,yes,no website found,
Elm Beach Caravan Park,NR30 5HG,,,,,,,master_parks_working.csv (no website on file),Norfolk,Caister-on-Sea,General East,yes,no website found,
Fritton Lake Country World,NR31 9HA,,,,,,,master_parks_working.csv (no website on file),Norfolk,Fritton and St. Olaves,General East,no,no website found,
Galley Hill House,NR25 7PJ,,,,,,,master_parks_working.csv (no website on file),Norfolk,Blakeney,General East,yes,no website found,
Gap Caravan Park,NR27 9PA,,,,,,,master_parks_working.csv (no website on file),Norfolk,Runton,General East,yes,no website found,
Grasmere Caravan Park,NR30 5DH,,,,,,,master_parks_working.csv (no website on file),Norfolk,Caister-on-Sea,General East,no,no website found,
Green Farm Caravan Park,NR29 3NW,,,,,,,master_parks_working.csv (no website on file),Norfolk,Ormesby St. Margaret with Scratby,General East,no,no website found,
Haven Caravan Park,PE36 5AZ,,,,,,,master_parks_working.csv (no website on file),Norfolk,Hunstanton,General East,no,no website found,
Haveringland Hall Park,NR10 4PN,,,,,,,master_parks_working.csv (no website on file),Norfolk,Haveringland,General East,no,no website found,
Hero Holiday Park,PE31 8JE,,,,,,,master_parks_working.csv (no website on file),Norfolk,Burnham Overy,General East,yes,no website found,
High Sand Creek Caravan Park,NR23 1QF,,,,,,,master_parks_working.csv (no website on file),Norfolk,Stiffkey,General East,yes,no website found,
Hunstanton Watersports Site,PE36 5BA,,,,,,,master_parks_working.csv (no website on file),Norfolk,Hunstanton,General East,no,no website found,
Jennings Caravan Site Ltd,PE31 7BA,,,,,,,master_parks_working.csv (no website on file),Norfolk,Heacham,General East,no,no website found,
Little Lakeland Caravan Park,IP20 0EL,,,,,,,master_parks_working.csv (no website on file),Norfolk,Wortwell,General East,no,no website found,
Long Beach Caravan Park,NR29 4JD,,,,,,,master_parks_working.csv (no website on file),Norfolk,Winterton-on-Sea,General East,yes,no website found,
Manor Caravan Park,NR12 0AN,,,,,,,master_parks_working.csv (no website on file),Norfolk,Happisburgh,General East,yes,no website found,
Marine Caravan Park,PE36 5BA,,,,,,,master_parks_working.csv (no website on file),Norfolk,Hunstanton,General East,no,no website found,
McDonalds Caravan Park,PE31 7RB,,,,,,,master_parks_working.csv (no website on file),Norfolk,Snettisham,General East,no,no website found,
McDonnell Caravans,PE31 7RB,,,,,,,master_parks_working.csv (no website on file),Norfolk,Snettisham,General East,no,no website found,
Merryhill Leisure,NR9 5AT,,,,,,,master_parks_working.csv (no website on file),Norfolk,Honingham,General East,no,no website found,
Newlands Caravan Park,PE31 7BA,,,,,,,master_parks_working.csv (no website on file),Norfolk,Heacham,General East,no,no website found,
Norfolk Broads Caravan Park,NR29 5JB,,,,,,,master_parks_working.csv (no website on file),Norfolk,Potter Heigham,General East,no,no website found,
North Beach Holiday Park,PE31 7AR,,,,,,,master_parks_working.csv (no website on file),Norfolk,Heacham,General East,no,no website found,
North Walsham Caravan Park,NR28 0RA,,,,,,,master_parks_working.csv (no website on file),Norfolk,North Walsham,General East,no,no website found,
Orchard Mobile Home Park,PE33 0BZ,,,,,,,master_parks_working.csv (no website on file),Norfolk,Shouldham,General East,no,no website found,
Pinecones Caravan & Camping,PE31 6WL,,,,,,,master_parks_working.csv (no website on file),Norfolk,Dersingham,General East,no,no website found,
Poplars Caravan and Chalet Park,NR27 9PL,,,,,,,master_parks_working.csv (no website on file),Norfolk,Runton,General East,yes,no website found,
Poplars Holiday Park,PE31 8EN,https://luxurylodgeescapes.co.uk/,,,,,,master_parks_working.csv (no website on file),Norfolk,Burnham Market,General East,no,no website found,Amber Leisure
Riverside Caravan Park,PE36 6LG,,,,,,,master_parks_working.csv (no website on file),Norfolk,Holme next the Sea,General East,yes,no website found,
Scratby Caravan Park,NR1 3HN,,,,,,,master_parks_working.csv (no website on file),Norfolk,"Norwich, unparished area",General East,no,no website found,
Sea Breeze Caravan Park,NR29 4NW,,,,,,,master_parks_working.csv (no website on file),Norfolk,Hemsby,General East,no,no website found,
Seafield Holiday Park,NR29 4NW,,,,,,,master_parks_working.csv (no website on file),Norfolk,Hemsby,General East,no,no website found,
Seashore Caravan Park,PE31 7AR,https://palmbeachparkheacham.co.uk/,,,,,,master_parks_working.csv (no website on file),Norfolk,Heacham,General East,no,no website found,Amber Leisure
Snettisham Caravan Park,PE31 7RB,,,,,,,master_parks_working.csv (no website on file),Norfolk,Snettisham,General East,no,no website found,
Sun Downer Caravan Park,NR29 4NW,,,,,,,master_parks_working.csv (no website on file),Norfolk,Hemsby,General East,no,no website found,
Sunningdale Caravan Park,NR29 4NW,,,,,,,master_parks_working.csv (no website on file),Norfolk,Hemsby,General East,no,no website found,
Sunnymead Caravan Park,PE36 6LH,,,,,,,master_parks_working.csv (no website on file),Norfolk,Holme next the Sea,General East,yes,no website found,
Sunset Coast Retreat,PE31 7LH,,,,,,,master_parks_working.csv (no website on file),Norfolk,Heacham,General East,no,no website found,
The Haven Caravan Park,PE36 6LR,,,,,,,master_parks_working.csv (no website on file),Norfolk,Holme next the Sea,General East,yes,no website found,
The Vegas Caravan Park,PE36 5BB,,,,,,,master_parks_working.csv (no website on file),Norfolk,Hunstanton,General East,no,no website found,
Tower Caravan Park,NR30 5QJ,,,,,,,master_parks_working.csv (no website on file),Norfolk,Caister-on-Sea,General East,no,no website found,
Trimingham House Caravan Park,NR11 8DX,,,,,,,master_parks_working.csv (no website on file),Norfolk,Gimingham,General East,yes,no website found,
Walcott Caravan and Chalet Park,NR12 0AP,,,,,,,master_parks_working.csv (no website on file),Norfolk,Walcott,General East,yes,no website found,
Walsham Caravan Park,NR28 0RA,,,,,,,master_parks_working.csv (no website on file),Norfolk,North Walsham,General East,no,no website found,
Waveney Valley Holiday Park,IP21 4QF,,,,,,,master_parks_working.csv (no website on file),Norfolk,Dickleburgh and Rushall,General East,no,no website found,
Weybourne Hall Park,NR25 7EX,,,,,,,master_parks_working.csv (no website on file),Norfolk,Weybourne,General East,yes,no website found,
Woodland Leisure Park,NR11 8QJ,,,,,,,master_parks_working.csv (no website on file),Norfolk,Trimingham,General East,no,no website found,
Woodland View Mobile Home Park,NR10 5LS,,,,,,,master_parks_working.csv (no website on file),Norfolk,Stratton Strawless,General East,no,no website found,
Wyndham Park Caravan Site,NR27 9NH,,,,,,,master_parks_working.csv (no website on file),Norfolk,Runton,General East,yes,no website found,
Epworth Fields,PE31 7BA,,,,,,,master_parks_working.csv (no website on file),Norfolk,Heacham,General East,no,no website found,
Vegas Caravan Park,PE36 5BA,,,,,,,master_parks_working.csv (no website on file),Norfolk,Hunstanton,General East,no,no website found,
Blisworth Park,NN7 3ED,,,,,,,master_parks_working.csv (no website on file),Northamptonshire,Blisworth,Central England,no,no website found,
Cumbers Hill Caravan Site,DL11 6RB,,,,,,,master_parks_working.csv (no website on file),Northamptonshire,Arkengarthdale,Yorkshire and Humber,no,no website found,
Riverview Park,NN7 1NH,,,,,,,master_parks_working.csv (no website on file),Northamptonshire,Little Houghton,Central England,no,no website found,
Atlantic View Leisure Park,BT54 6DB,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Causeway Coast and Glens,Northern Ireland,no,no website found,
Bellemont Caravan Site,BT52 2PN,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Causeway Coast and Glens,Northern Ireland,no,no website found,
Benone Strand Caravans,BT49 0LQ,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Causeway Coast and Glens,Northern Ireland,no,no website found,
Bignianview Caravan Park,BT34 4NJ,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,"Newry, Mourne and Down",Northern Ireland,no,no website found,
Blaney Caravan Park,BT93 7ER,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Fermanagh and Omagh,Northern Ireland,no,no website found,
Bonalston Caravans Ltd,BT55 7SW,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Causeway Coast and Glens,Northern Ireland,no,no website found,
Bryansford Caravan Park,BT33 0PT,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,"Newry, Mourne and Down",Northern Ireland,no,no website found,
Carnlough Bay Caravan Site,BT44 0JJ,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Mid and East Antrim,Northern Ireland,no,no website found,
Castlerock Caravan Park,BT51 4TN,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Causeway Coast and Glens,Northern Ireland,no,no website found,
Causeway Coast Hoiday Park,BT54 6DB,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Causeway Coast and Glens,Northern Ireland,no,no website found,
Clogher Valley Country Caravan Park,BT76 0HG,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Mid Ulster,Northern Ireland,no,no website found,
Coney Island Caravan Park,BT30 7UH,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,"Newry, Mourne and Down",Northern Ireland,no,no website found,
Cranfield Bay Holiday Village,BT34 4LN,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,"Newry, Mourne and Down",Northern Ireland,no,no website found,
Crevenish Castle Holiday Park & Marina,BT93 1DD,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Fermanagh and Omagh,Northern Ireland,no,no website found,
Cushendall Holiday Park,BT44 0QW,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Causeway Coast and Glens,Northern Ireland,no,no website found,
Drumhoney Holiday Park,BT94 1NB,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Fermanagh and Omagh,Northern Ireland,no,no website found,
Dunroamin Caravan Park,BT22 2JW,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Ards and North Down,Northern Ireland,no,no website found,
Edgewater Holiday Park,BT30 8LR,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,"Newry, Mourne and Down",Northern Ireland,no,no website found,
Fairhead Caravan Park,BT54 6HA,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Causeway Coast and Glens,Northern Ireland,no,no website found,
Glencloy Caravan Park,BT44 0HT,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Mid and East Antrim,Northern Ireland,no,no website found,
Golden Sands Caravan Park,BT49 0LQ,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Causeway Coast and Glens,Northern Ireland,no,no website found,
Golf Links Holiday Park Homes,BT56 8JQ,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Causeway Coast and Glens,Northern Ireland,no,no website found,
Hayes Caravan Park,BT54 6LH,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Causeway Coast and Glens,Northern Ireland,no,no website found,
Juniper Hill Caravan Park,BT55 7PT,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Causeway Coast and Glens,Northern Ireland,no,no website found,
Kirkistown Caravan Park,BT22 1JB,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Ards and North Down,Northern Ireland,no,no website found,
Lakeside View Caravan Park,BT26 6PR,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,Lisburn and Castlereagh,Northern Ireland,no,no website found,
Lazy BJ Ranch,BT33 0LW,,,,,,,master_parks_working.csv (no website on file),Northern Ireland,"Newry, Mourne and Down",Northern Ireland,no,no website found,
